Date-Time,Region,Facility,Entrance,Entries,Exits
12/11/19 11:00 PM,UC Berkeley,BANC Library,Bancroft,0,0
12/11/19 11:00 PM,UC Berkeley,BIOS Library,VLSB1,0,0
12/11/19 11:00 PM,UC Berkeley,BIOS Library,VLSB2,0,0
12/11/19 11:00 PM,UC Berkeley,CHEM Library,CHEM,0,1
12/11/19 11:00 PM,UC Berkeley,DOE Library,Doe North,1,1
12/11/19 11:00 PM,UC Berkeley,DOE Library,Doe South,5,5
12/11/19 11:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,193,74
12/11/19 11:00 PM,UC Berkeley,DOE STACKS,Stacks East,0,0
12/11/19 11:00 PM,UC Berkeley,EAL Library,EAL,0,0
12/11/19 11:00 PM,UC Berkeley,EART Library,Earth North,0,0
12/11/19 11:00 PM,UC Berkeley,EART Library,Earth South,0,0
12/11/19 11:00 PM,UC Berkeley,ENGI Library,ENGI,24,97
12/11/19 11:00 PM,UC Berkeley,ENVI Library,ENVI,13,44
12/11/19 11:00 PM,UC Berkeley,GRDS Library,GRAD,0,0
12/11/19 11:00 PM,UC Berkeley,HAAS Library,HAAS 2F,9,44
12/11/19 11:00 PM,UC Berkeley,HAAS Library,HAAS 3F,7,13
12/11/19 11:00 PM,UC Berkeley,MATH Library,MATH,0,0
12/11/19 11:00 PM,UC Berkeley,MOFF Library,Moffit Entry,124,1
12/11/19 11:00 PM,UC Berkeley,MOFF Library,Moffit Exit,1,260
12/11/19 11:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,84,162
12/11/19 11:00 PM,UC Berkeley,MORR Library,Morrison,0,0
12/11/19 11:00 PM,UC Berkeley,MUSI,MUSI,0,0
12/11/19 11:00 PM,UC Berkeley,NEWS Library,News,0,0
12/11/19 11:00 PM,UC Berkeley,OPTO Library,OPTO,0,0
12/11/19 11:00 PM,UC Berkeley,PHYS Library,PHYS,0,1
12/11/19 11:00 PM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 11:00 PM,UC Berkeley,SOCR Library,SOCR,2,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
